ArtNr,Menge,VPE,ZTN,UL,Pref,NetWeight,Price,Total
94000404605,180,STK,39191080,IT,true,34.2,1.2347,222.2496
9400042350K023,250,STK,48081000,EU,true,300,0.8679,216.965
950000140050,30,STK,39201024,HR,true,68.931,5.9905,179.7144
9400013350K014,540,STK,48191000,EU,true,545.4,1.7416,940.4532
